Player	Team	Position	Floor	Mean	Ceiling	SD	Risk	VOR	"Drop Off"	Tier	ADP
Mark Ingram	HOU	RB	5.31	7.36	10.3	1.93	4.93	0.0627	9
Kyle Pitts	ATL	TE	4.03	7.33	10.5	2.41	6.22	0.321	6
Nyheim Hines	IND	RB	6.66	7.3	7.89	0.484	2.2	0.123	9
Bears	CHI	DST	6.08	7.27	8.08	0.89	6.06	0.116	7
Van Jefferson	LAR	WR	3.85	7.19	9.98	2.16	5.49	0.184	8
Latavius Murray	BAL	RB	4.94	7.18	10.1	2.18	7.19	0.456	9
Steelers	PIT	DST	5.88	7.16	8.37	1.13	5.43	0.0197	7
Broncos	DEN	DST	6.31	7.14	8.44	0.968	3.43	0.00062	7
Eagles	PHI	DST	6.17	7.14	8.18	1.1	5.73	0.13	8
Bills	BUF	DST	5.78	7.01	8.24	1.05	4.14	0.0199	8
Austin Hooper	CLE	TE	4.5	7.01	8.55	1.74	5.26	0.754	7
Mecole Hardman	KC	WR	6.13	7	7.62	0.6	2.52	0.038	8
Cardinals	ARI	DST	6.47	6.99	7.86	0.613	5.06	0.0433	8
Giants	NYG	DST	6.1	6.95	8.6	1.08	6.54	0.676	9
Tony Pollard	DAL	RB	4.23	6.72	8.78	1.8	4.83	0.311	9
Carlos Hyde	JAC	RB	4.46	6.41	10.1	2.28	5.84	0.0813	9
J.D. McKissic	WAS	RB	3.71	6.33	7.64	1.77	5.83	0.225	9
Colts	IND	DST	5.32	6.27	7.07	0.702	5.36	0.0964	10
Mike Gesicki	MIA	TE	5.22	6.25	7.03	0.796	3.64	0.0272	7
Cole Kmet	CHI	TE	4.66	6.23	8.04	1.2	4.21	0.107	7
Chiefs	KC	DST	5.51	6.17	6.98	0.697	3.98	0.0449	10
Panthers	CAR	DST	5.07	6.13	6.69	0.667	3.91	0.383	11
Hunter Henry	NE	TE	4.76	6.12	7.3	1.01	3.94	0.0451	7
Damien Williams	CHI	RB	4.7	6.11	7.82	1.33	4.55	0.00384	9
David Johnson	HOU	RB	3.19	6.1	8.47	2.01	6.96	0.588	10
Hayden Hurst	ATL	TE	5.41	6.07	6.59	0.556	3.66	0.0772	7
Anthony Firkser	TEN	TE	4.28	6	7.92	1.54	5.33	0.185	7
Eric Ebron	PIT	TE	3.61	5.81	6.71	1.42	5.15	0.169	8
Dolphins	MIA	DST	4.51	5.74	6.66	0.824	4.02	0.0312	12
Seahawks	SEA	DST	4.91	5.71	7.33	1.02	6.38	0.252	13
Gerald Everett	SEA	TE	3.89	5.64	7.25	1.26	4.1	0.12	8
Zach Ertz	PHI	TE	3.65	5.52	6.78	1.4	5.04	0.0729	8
Tevin Coleman	NYJ	RB	4.43	5.51	6.6	0.91	3.58	0.291	10
Bengals	CIN	DST	3.88	5.46	6.09	0.938	6.51	0.0585	14
Dawson Knox	BUF	TE	4.72	5.45	6.15	0.57	3.2	0.15	8
Chargers	LAC	DST	3.13	5.4	7.2	1.54	8.79	0.0366	14
Jets	NYJ	DST	4.17	5.37	6.34	0.942	4.23	0.0627	15
Cowboys	DAL	DST	4.27	5.3	5.77	0.625	4.01	0.0277	15
Dalton Schultz	DAL	TE	5	5.3	5.8	0.333	3.33	0.277	8
Vikings	MIN	DST	3.43	5.28	6	1.12	5.27	0.0511	15
Titans	TEN	DST	4.04	5.23	6.58	1.15	4.05	0.263	16
Sony Michel	LAR	RB	2.53	5.22	7.8	2.47	6.26	0.0878	10
AJ Dillon	GB	RB	3.44	5.13	7.34	1.64	4.27	0.109	10
Trey Sermon	SF	RB	3.68	5.03	7.45	1.75	6.77	0.0551	10
C.J. Uzomah	CIN	TE	4.25	5.02	6	0.754	3.41	0.0118	8
Ryan Izzo	FA	TE		5.01				0.102	8
Tony Jones	NO	RB	3.62	4.97	6.42	1.19	3.89	0.283	10
Ravens	BAL	DST	3.68	4.96	6.68	1.22	9.77	0.234	17
Albert Okwuegbunam	DEN	TE	3.24	4.91	8.16	1.92	6.24	0.00574	8
Adam Trautman	NO	TE	3.05	4.9	7.13	1.73	6.46	0.00637	8
Blake Jarwin	DAL	TE	4.11	4.9	5.92	0.857	3.8	0.0249	8
Tyler Conklin	MIN	TE	3.15	4.87	6.22	1.27	4.73	0.168	8
Jaguars	JAC	DST	3.36	4.73	5.96	1.13	5.61	0.149	18
Jack Doyle	IND	TE	3.81	4.7	6.57	1.22	4.41	0.2	9
Kenneth Gainwell	PHI	RB	2.25	4.69	6.23	1.73	4.9	0.0323	10
Ty Johnson	NYJ	RB	3.22	4.66	5.59	0.933	4.19	0.0359	10
Giovani Bernard	TB	RB	3.93	4.62	5.5	0.678	3.43	0.17	10
Raiders	LVR	DST	4.01	4.58	5.3	0.656	2.55	0.563	19
Darrel Williams	KC	RB	3.94	4.45	5.08	0.481	3.46	0.107	10
